0,18.6252515,6119.85836,6574.14859,12656.95952,12336.10635,12031.21303,11776.13491,11283.32138,11309.76903,10934.94537,18304.14307,18295.62431,17508.65173,17498.37319,16550.56753,14146.56975,13849.8927,7302.534589,919.2860413,2011.67086,1793.1103,6113.540049,7622.589958,7599.736627,8118.321735,26643.20759,24730.15595,24331.53409,23528.58349,12347.57068,12047.32468,11875.77592,11631.20802,11159.85008,11204.75213,11226.14047,11283.53739,11336.8972,11327.35386,11365.6866,11472.65708,11526.40055,11571.71136,12054.36765,12014.68748,12131.93443,12108.95742,12228.54514,12275.91425,
18.6252515,0,6126.552106,6581.483558,12664.39374,12343.14036,12037.99156,11782.39094,11288.22842,11314.65405,10939.00032,18322.73968,18314.21881,17527.25398,17516.97334,16569.17263,14165.19294,13868.51304,7308.807695,919.6574478,2006.687479,1788.692644,6120.284035,7630.704359,7607.868976,8127.401999,26658.74337,24745.12247,24346.47351,23543.50626,12354.58094,12054.08387,11882.30223,11636.82222,11151.69779,11196.53363,11217.70997,11274.24592,11327.59529,11317.77142,11356.11458,11462.25502,11515.95014,11561.05561,12042.03851,12002.33971,12119.40215,12096.35421,12215.64613,12263.01966,
6119.85836,6126.552106,0,512.1557732,6548.412342,6218.767917,5911.548699,5660.064912,5230.351854,5258.243126,4963.816392,16756.98079,16736.64496,16044.33606,16021.14978,15169.6174,13341.32615,13123.61313,1193.394898,6983.084578,8125.280042,7902.708563,18.78591815,1607.21436,1588.187403,2234.895765,21952.95983,19841.42431,19438.38772,18641.19114,6229.901323,5927.590431,5756.421077,5535.137366,8294.971598,8356.614019,8451.317041,8818.076065,8866.980895,8965.237999,8993.588708,9406.104288,9470.747017,9590.936765,10702.84721,10676.83266,10859.21075,10870.86171,11107.19464,11146.25746,
6574.14859,6581.483558,512.1557732,0,6083.093871,5763.970061,5464.342893,5230.205929,4855.917721,4884.477022,4633.110692,16481.48455,16460.32509,15778.94208,15754.86135,14915.83984,13147.96309,12938.77486,842.6462802,7425.217915,8573.178101,8349.477151,509.6036946,1098.256223,1078.625876,1723.304925,21461.79253,19343.6261,18940.64366,18144.12961,5775.772724,5480.96238,5317.328104,5129.173575,8469.025072,8531.314974,8632.016786,9023.619497,9071.274002,9178.320169,9205.256682,9639.663914,9704.323815,9829.420473,10979.25809,10954.61667,11139.96857,11154.1576,11396.77308,11434.792,
12656.95952,12664.39374,6548.412342,6083.093871,0,433.6174245,782.9353071,1211.183507,2201.634633,2198.345537,2830.80575,16949.86024,16918.87125,16435.66993,16401.4179,15794.13948,14916.78826,14823.19826,5393.695288,13501.64979,14652.92455,14428.62044,6553.265067,5049.498039,5073.054185,4646.730339,17452.76024,15148.63975,14761.94273,14024.01851,437.2823985,778.7995361,1013.300924,1630.293541,10060.88638,10116.38578,10258.77978,10836.29576,10861.69075,11043.33846,11050.25709,11648.09941,11702.6987,11862.08191,13281.44059,13275.3549,13473.24298,13514.9332,13803.22456,13825.08751,
12336.10635,12343.14036,6218.767917,5763.970061,433.6174245,0,354.1644136,777.5694337,1770.759238,1768.25196,2399.669785,17147.15944,17116.67243,16618.81678,16585.07407,15959.99266,15018.01977,14915.8668,5051.057092,13188.89033,14337.08178,14113.43897,6224.417849,4753.066316,4776.946343,4389.843132,17872.52041,15571.39171,15183.96682,14443.78818,20.49432413,347.8442344,581.1201935,1200.434254,9644.549284,9700.412479,9842.515723,10418.39644,10444.3105,10625.09204,10632.41872,11228.89402,11283.8278,11442.98874,12860.59495,12854.17282,13052.20531,13093.49203,13381.49435,13403.67169,
12031.21303,12037.99156,5911.548699,5464.342893,782.9353071,354.1644136,0,438.5558255,1442.980966,1443.033989,2069.070217,17241.79881,17211.76464,16701.3368,16668.05242,16027.86881,15031.60551,14922.36801,4736.730686,12888.92472,14034.87072,13811.69809,5917.717931,4471.267651,4495.319516,4138.485536,18188.43006,15891.89685,15503.40242,14759.9936,356.1141583,20.96776757,232.9216999,880.8043529,9337.51788,9393.913624,9535.538841,10108.78271,10135.48639,10314.89642,10322.85009,10917.0844,10972.52967,11131.31477,12545.93151,12538.96983,12737.20899,12777.83995,13065.3383,13088.02283,
11776.13491,11782.39094,5660.064912,5230.205929,1211.183507,777.5694337,438.5558255,0,1004.895555,1005.586222,1630.516121,17518.97238,17489.39576,16966.6798,16933.86945,16278.6703,15225.16487,15108.13832,4473.602894,12643.14047,13784.00968,13561.88452,5667.324357,4277.324034,4301.560758,4002.757976,18625.91484,16330.09707,15941.47361,15197.56865,774.7375871,437.8121984,208.2109726,449.7086992,8903.28977,8959.875169,9101.313912,9673.606909,9700.571668,9879.520037,9887.676254,10481.18017,10536.77642,10695.44154,12109.18725,12102.09165,12300.37677,12340.84792,12628.22256,12651.02471,
11283.32138,11288.22842,5230.351854,4855.917721,2201.634633,1770.759238,1442.980966,1004.895555,0,29.84590219,629.198379,18218.36857,18189.77251,17642.31299,17610.52981,16925.12406,15753.34476,15620.04054,4040.885574,12170.48025,13294.91502,13076.08084,5240.392548,4037.379502,4061.178535,3921.081829,19630.72272,17334.87469,16946.32961,16202.41318,1765.163702,1441.079968,1212.807528,571.7997799,7902.825817,7959.723506,8100.835724,8671.575915,8698.937938,8877.18011,8885.6363,9478.075655,9533.874517,9692.371791,11105.0433,11097.81285,11296.14142,11336.45933,11623.72321,11646.62829,
11309.76903,11314.65405,5258.243126,4884.477022,2198.345537,1768.25196,1443.033989,1005.586222,29.84590219,0,633.6918183,18239.56712,18210.94239,17664.15535,17632.34383,16947.70188,15778.44003,15645.42841,4068.996484,12197.20575,13321.34149,13102.56757,5268.315803,4066.97532,4090.769875,3950.906648,19631.37708,17334.70426,16946.34672,16202.97962,1762.325483,1440.701217,1213.723639,568.0581541,7899.663405,7956.459347,8097.680784,8669.001596,8696.20467,8874.738957,8883.06743,9476.002273,9531.698466,9690.281307,11103.6307,11096.51363,11294.80455,11335.26201,11622.64045,11645.43866,
10934.94537,10939.00032,4963.816392,4633.110692,2830.80575,2399.669785,2069.070217,1630.516121,629.198379,633.6918183,0,18607.74265,18579.82424,18016.49979,17985.42678,17280.90956,16034.1239,15890.59853,3796.631966,11832.17804,12943.88695,12727.53987,4975.566909,3924.446291,3947.234807,3915.014812,20253.17511,17959.62217,17570.60943,16825.18579,2394.227793,2067.879708,1837.585583,1200.912521,7292.513527,7349.947144,7490.437005,8058.097565,8086.239292,8263.026746,8272.096324,8862.143433,8918.397644,9076.490701,10486.19159,10478.52172,10676.98215,10716.76585,11003.58752,11026.88733,
